"activity" "description" "subject"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "10"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
3 "walkingdownstairs" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "12"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "13"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
4 "sitting" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
5 "standing" "18"
